"Judet","Localitate","Cod Siruta","SRC: https://data.gov.ro/dataset/unitati-administrativ-teritoriale-coduri-siruta/resource/6772b5e3-2444-4bf2-8dcb-162fce602d28?view_id=f1d92021-8b11-4f0c-adcb-4fe3a265c4fd"
"Teleorman","Sfintesti",154166,
"Teleorman","Silistea",154228,
"Teleorman","Silistea Noua",154282,
"Teleorman","Slobozia Mandra",154344,
"Teleorman","Smardioasa",154380,
"Teleorman","Stejaru",154415,
"Teleorman","Storobaneasa",154497,
"Teleorman","Suhaia",154460,
"Teleorman","Talpa",154521,
"Teleorman","Tatarastii De Jos",154585,
"Teleorman","Tatarastii De Sus",154665,
"Teleorman","Tiganesti",154834,
"Teleorman","Traian",154736,
"Teleorman","Trivale Mosteni",154754,
"Teleorman","Troianu",154790,
"Teleorman","Uda Clocociov",155154,
"Teleorman","Vartoape",154932,
"Teleorman","Vedea",154852,
"Teleorman","Viisoara",154914,
"Teleorman","Vitanesti",153776,
"Teleorman","Zambreasca",154978,
"Timis","Timisoara",155243,
"Timis","Lugoj",155350,
"Timis","Buzias",155403,
"Timis","Ciacova",156357,
"Timis","Deta",155458,
"Timis","Faget",156801,
"Timis","Gataia",157086,
"Timis","Jimbolia",155494,
"Timis","Sanicolau Mare",155528,
"Timis","Recas",158314,
"Timis","Balint",155546,
"Timis","Banloc",155591,
"Timis","Bara",155662,
"Timis","Beba Veche",155724,
"Timis","Becicherecul Mic",155760,
"Timis","Belint",155797,
"Timis","Bethausen",155840,
"Timis","Biled",155911,
"Timis","Birda",159366,
"Timis","Birna",155957,
"Timis","Bogda",156035,
"Timis","Boldur",156106,
"Timis","Brestovat",156151,
"Timis","Bucovat",159516,
"Timis","Carpinis",156213,
"Timis","Cenad",156259,
"Timis","Cenei",156277,
"Timis","Checea",159375,
"Timis","Cheveresu Mare",156311,
"Timis","Comlosu Mare",156437,
"Timis","Costeiu",156473,
"Timis","Criciova",156534,
"Timis","Curtea",156589,
"Timis","Darova",156623,
"Timis","Denta",156669,
"Timis","Dudestii Noi",159384,
"Timis","Dudestii Vechi",156712,
"Timis","Dumbrava",156767,
"Timis","Dumbravita",155261,
"Timis","Fardea",156927,
"Timis","Fibis",159393,
"Timis","Foieni",157004,
"Timis","Gavojdia",157031,
"Timis","Ghilad",159400,
"Timis","Ghiroda",155289,
"Timis","Ghizela",157193,
"Timis","Giarmata",157246,
"Timis","Giera",157273,
"Timis","Giroc",155314,
"Timis","Giulvaz",157317,
"Timis","Gottlob",159419,
"Timis","Iecea Mare",159428,
"Timis","Jamu Mare",157362,
"Timis","Jebel",157424,
"Timis","Lenauheim",157451,
"Timis","Liebling",157497,
"Timis","Livezile",159491,
"Timis","Lovrin",157530,
"Timis","Manastur",157736,
"Timis","Margina",157585,
"Timis","Masloc",157683,
"Timis","Moravita",157781,
"Timis","Mosnita Noua",157834,
"Timis","Nadrag",157898,
"Timis","Nitchidorf",157923,
"Timis","Ohaba Lunga",157969,
"Timis","Ortisoara",158010,
"Timis","Otelec",159525,
"Timis","Padureni",159446,
"Timis","Parta",159437,
"Timis","Peciu Nou",158065,
"Timis","Periam",158109,
"Timis","Pesac",159507,
"Timis","Pietroasa",158136,
"Timis","Pischia",158181,
"Timis","Racovita",158243,
"Timis","Remetea Mare",158396,
"Timis","Sacalaz",158564,
"Timis","Sacosu Turcesc",158449,
"Timis","Sag",158779,
"Timis","Sanandrei",158653,
"Timis","Sandra",159464,
"Timis","Sanmihaiu Roman",158699,
"Timis","Saravale",159455,
"Timis","Satchinez",158528,
"Timis","Secas",158608,
"Timis","Sinpetru Mare",158733,
"Timis","Stiuca",158804,
"Timis","Teremia Mare",158859,
"Timis","Tomesti",158895,
"Timis","Tomnatic",159473,
"Timis","Topolovatu Mare",158966,
"Timis","Tormac",159035,
"Timis","Traian Vuia",159071,
"Timis","Uivar",159142,
"Timis","V.V.Delamarina",159259,
"Timis","Valcani",159482,
"Timis","Varias",159213,
"Timis","Voiteg",159339,
"Tulcea","Municipiul Tulcea",159614,
"Tulcea","Babadag",159650,
"Tulcea","Isaccea",159687,
"Tulcea","Macin",159730,
"Tulcea","Sulina",159767,
"Tulcea","Baia",159785,
"Tulcea","Beidaud",159847,
"Tulcea","Bestepe",161552,
"Tulcea","C.A.Rosetti",159883,
"Tulcea","Carcaliu",159945,
"Tulcea","Casimcea",159963,
"Tulcea","Ceamurlia De Jos",160092,
"Tulcea","Ceatalchioi",160047,
"Tulcea","Cerna",160127,
"Tulcea","Chilia Veche",160172,
"Tulcea","Ciucurova",160225,
"Tulcea","Crisan",160261,
"Tulcea","Daeni",160305,
"Tulcea","Dorobantu",160323,
"Tulcea","Frecatei",160387,
"Tulcea","Greci",160430,
"Tulcea","Grindu",160458,
"Tulcea","Hamcearca",160476,
"Tulcea","Horia",160528,
"Tulcea","Izvoarele",160564,
"Tulcea","I.C.Bratianu",161525,
"Tulcea","Jijila",160617,
"Tulcea","Jurilovca",160644,
"Tulcea","Luncavita",160680,
"Tulcea","Mahmudia",160724,
"Tulcea","Maliuc",160779,
"Tulcea","Mihai Bravu",160831,
"Tulcea","M.Kogalniceanu",160877,
"Tulcea","Murighiol",160911,
"Tulcea","Nalbant",160993,
"Tulcea","Niculitel",161035,
"Tulcea","Nufaru",161053,
"Tulcea","Ostrov",161106,
"Tulcea","Pardina",161133,
"Tulcea","Peceneaga",161151,
"Tulcea","Sarichioi",161179,
"Tulcea","Sf.Gheorghe",161231,
"Tulcea","Slava Cercheza",161259,
"Tulcea","Smardan",161286,
"Tulcea","Somova",161302,
"Tulcea","Stejaru",161348,
"Tulcea","Topolog",161384,
"Tulcea","Turcoaia",161464,
"Tulcea","Valea Nucarilor",161482,
"Tulcea","Valea Teilor",161561,
"Tulcea","Vacareni",161543,
"Vaslui","Barlad",161794,
"Vaslui","Husi",161829,
"Vaslui","Vaslui",161945,
"Vaslui","Murgeni",164981,
"Vaslui","Negresti",161856,
"Vaslui","Albesti",162014,
"Vaslui","Alexandru Vlahuta",162069,
"Vaslui","Arsura",162149,
"Vaslui","Banca",162194,
"Vaslui","Bacani",162327,
"Vaslui","Bacesti",162381,
"Vaslui","Balteni",162452,
"Vaslui","Berezeni",162498,
"Vaslui","Blagesti",162559,
"Vaslui","Bogdana",162595,
"Vaslui","Bogdanesti",162693,
"Vaslui","Bogdanita",162791,
"Vaslui","Botesti",162871,
"Vaslui","Bunesti-Aversti",162924,
"Vaslui","Ciocani",167268,
"Vaslui","Codaiesti",163002,
"Vaslui","Coroiesti",163057,
"Vaslui","Costesti",163137,
"Vaslui","Cozmesti",167277,
"Vaslui","Cretesti",163208,
"Vaslui","Danesti",163253,
"Vaslui","Deleni",163324,
"Vaslui","Delesti",163379,
"Vaslui","Dimitrie Cantemir",164277,
"Vaslui","Dodesti",167286,
"Vaslui","Dragomiresti",163486,
"Vaslui","Drinceni",163618,
"Vaslui","Duda-Epureni",163681,
"Vaslui","Dumesti",163734,
"Vaslui","Epureni",163789,
"Vaslui","Falciu",163832,
"Vaslui","Feresti",167295,
"Vaslui","Fruntiseni",167231,
"Vaslui","Gagesti",163903,
"Vaslui","Gherghesti",163967,
"Vaslui","Girceni",164062,
"Vaslui","Grivita",164133,
"Vaslui","Hoceni",164197,
"Vaslui","Iana",164339,
"Vaslui","Ibanesti",167222,
"Vaslui","Ivanesti",164393,
"Vaslui","Ivesti",164543,
"Vaslui","Laza",164598,
"Vaslui","Lipovat",164687,
"Vaslui","Lunca-Banului",164749,
"Vaslui","Malusteni",164829,
"Vaslui","Miclesti",164892,
"Vaslui","Munteni De Jos",164936,
"Vaslui","Munteni De Sus",167302,
"Vaslui","Oltenesti",165069,
"Vaslui","Osesti",165130,
"Vaslui","Padureni",165185,
"Vaslui","Perieni",165274,
"Vaslui","Pochidia",167311,
"Vaslui","Pogana",165416,
"Vaslui","Pogonesti",167259,
"Vaslui","Poienesti",165336,
"Vaslui","Puiesti",165470,
"Vaslui","Pungesti",165611,
"Vaslui","Puscasi",167320,
"Vaslui","Rafaila",167240,
"Vaslui","Rebricea",165719,
"Vaslui","Rosiesti",165817,
"Vaslui","Solesti",165899,
"Vaslui","Stanilesti",165979,
"Vaslui","Stefan Cel Mare",166057,
"Vaslui","Suletea",166137,
"Vaslui","Tanacu",166182,
"Vaslui","Tacuta",166235,
"Vaslui","Tatarani",166315,
"Vaslui","Todiresti",166413,
"Vaslui","Tutova",166529,
"Vaslui","Valeni",166636,
"Vaslui","Vetrisoaia",166672,
"Vaslui","Viisoara",166707,
"Vaslui","Vinderei",166770,
"Vaslui","Voinesti",166869,
"Vaslui","Vulturesti",166985,
"Vaslui","Vutcani",167035,
"Vaslui","Zapodeni",167071,
"Vaslui","Zorleni",167179,
"Valcea","Rm. Valcea",167473,
"Valcea","Dragasani",167981,
"Valcea","Babeni",168372,
"Valcea","Balcesti",168452,
"Valcea","B. Govora",167641,
"Valcea","B. Olanesti",167696,
"Valcea","Berbesti",168602,
"Valcea","Brezoi",167794,
"Valcea","Calimanesti",167909,
"Valcea","Horezu",168041,
"Valcea","Ocnele Mari",168130,
"Valcea","Alunu",168229,
"Valcea","Amarasti",168309,
"Valcea","Barbatesti",168559,
"Valcea","Berislavesti",168675,
"Valcea","Boisoara",168755,
"Valcea","Budesti",168791,
"Valcea","Bujoreni",168880,
"Valcea","Bunesti",168960,
"Valcea","Cernisoara",169039,
"Valcea","Caineni",169119,
"Valcea","Copaceni",169182,
"Valcea","Costesti",169253,
"Valcea","Creteni",169306,
"Valcea","Daesti",169351,
"Valcea","Danicei",169404,
"Valcea","Diculesti",174502,
"Valcea","Dragoesti",169547,
"Valcea","Fauresti",169583,
"Valcea","Fartatesti",169681,
"Valcea","Francesti",169896,
"Valcea","Galicea",169994,
"Valcea","Ghioroiu",170097,
"Valcea","Glavile",170168,
"Valcea","Golesti",170220,
"Valcea","Gradistea",170346,
"Valcea","Gusoieni",170444,
"Valcea","Ionesti",170514,
"Valcea","Lalosu",170612,
"Valcea","Ladesti",170685,
"Valcea","Lapusata",170792,
"Valcea","Lacusteni",174511,
"Valcea","Livezi",170872,
"Valcea","Lungesti",170952,
"Valcea","Malaia",171021,
"Valcea","Mateesti",171067,
"Valcea","Maciuca",171101,
"Valcea","Madulari",171209,
"Valcea","Maldaresti",171272,
"Valcea","Mihaesti",171325,
"Valcea","Milcoiu",171469,
"Valcea","Mitrofani",174520,
"Valcea","Muereasca",171539,
"Valcea","N. Balcescu",171628,
"Valcea","Olanu",171806,
"Valcea","Orlesti",171879,
"Valcea","Otesani",171931,
"Valcea","Pausesti O.",171995,
"Valcea","P. Maglasi",172082,
"Valcea","Perisani",172153,
"Valcea","Pesceana",172279,
"Valcea","Pietrari",172340,
"Valcea","Popesti",172377,
"Valcea","Prundeni",172457,
"Valcea","Racovita",172509,
"Valcea","Roesti",172581,
"Valcea","Rosiile",172698,
"Valcea","Runcu",172812,
"Valcea","Salatrucel",172894,
"Valcea","Scundu",172947,
"Valcea","Sinesti",172992,
"Valcea","Slatioara",173061,
"Valcea","Stanesti",173132,
"Valcea","Stoenesti",173230,
"Valcea","Stoilesti",173374,
"Valcea","Stroesti",173533,
"Valcea","Sutesti",173597,
"Valcea","Sirineasa",173686,
"Valcea","Stefanesti",173748,
"Valcea","Susani",173793,
"Valcea","Tetoiu",173855,
"Valcea","Titesti",174496,
"Valcea","Tomsani",173935,
"Valcea","Vaideeni",174021,
"Valcea","Valea Mare",174085,
"Valcea","Vladesti",174156,
"Valcea","Voicesti",174218,
"Valcea","Voineasa",174254,
"Valcea","Zatreni",174290,
"Vrancea","Focsani",174744,
"Vrancea","Adjud",174860,
"Vrancea","Marasesti",174922,
"Vrancea","Odobesti",175019,
"Vrancea","Panciu",175055,
"Vrancea","Andreiasu De Jos",175126,
"Vrancea","Balesti",175206,
"Vrancea","Biliesti",178929,
"Vrancea","Birsesti",175224,
"Vrancea","Boghesti",175260,
"Vrancea","Bolotesti",175368,
"Vrancea","Bordesti",175439,
"Vrancea","Brosteni",175466,
"Vrancea","Chiojdeni",175509,
"Vrancea","Ciorasti",175590,
"Vrancea","Cimpineanca",174780,
"Vrancea","Cimpuri",175670,
"Vrancea","Cirligele",175732,
"Vrancea","Corbita",175787,
"Vrancea","Cotesti",175885,
"Vrancea","Dumbraveni",175938,
"Vrancea","Dumitresti",175983,
"Vrancea","Fitionesti",176150,
"Vrancea","Garoafa",176212,
"Vrancea","Golesti",174824,
"Vrancea","Gologanu",178938,
"Vrancea","Gugesti",176301,
"Vrancea","Gura Calitei",176338,
"Vrancea","Homocea",176445,
"Vrancea","Jaristea",176506,
"Vrancea","Jitia",176551,
"Vrancea","Maicanesti",176613,
"Vrancea","Mera",176686,
"Vrancea","Milcovul",176748,
"Vrancea","Movilita",176793,
"Vrancea","Nanesti",176855,
"Vrancea","Naruja",176891,
"Vrancea","Nereju",176944,
"Vrancea","Negrilesti",178885,
"Vrancea","Nistoresti",177003,
"Vrancea","Obrejita",178947,
"Vrancea","Paltin",177101,
"Vrancea","Paulesti",178910,
"Vrancea","Paunesti",177236,
"Vrancea","Ploscuteni",178894,
"Vrancea","Poiana Cristei",177263,
"Vrancea","Popesti",178901,
"Vrancea","Pufesti",177352,
"Vrancea","Racoasa",177405,
"Vrancea","Rastoaca",178956,
"Vrancea","Reghiu",177469,
"Vrancea","Ruginesti",177557,
"Vrancea","Sihlea",177600,
"Vrancea","Slobozia Bradului",177655,
"Vrancea","Slobozia Ciorasti",177726,
"Vrancea","Soveja",177762,
"Vrancea","Spulber",178965,
"Vrancea","Straoane",177799,
"Vrancea","Suraia",177842,
"Vrancea","Tanasoaia",177879,
"Vrancea","Tataranu",177986,
"Vrancea","Timboiesti",178046,
"Vrancea","Tulnici",178117,
"Vrancea","Tifesti",178180,
"Vrancea","Urechesti",178279,
"Vrancea","Valea Sarii",178313,
"Vrancea","Vidra",178377,
"Vrancea","Vintileasca",178475,
"Vrancea","Vizantea Livezi",178545,
"Vrancea","Vinatori",178607,
"Vrancea","Virtescoiu",178689,
"Vrancea","Vrincioaia",178750,
"Vrancea","Vulturu",178821,
"Mun. Bucuresti","Cgmb",179132,
"Mun. Bucuresti","Primaria Sector 1",179141,
"Mun. Bucuresti","Primaria Sector 2",179150,
"Mun. Bucuresti","Primaria Sector 3",179169,
"Mun. Bucuresti","Primaria Sector 4",179178,
"Mun. Bucuresti","Primaria Sector 5",179187,
"Mun. Bucuresti","Primaria Sector 6",179196,
